jclin,26,0,0
WINNIE,20,0,0
loyuchih,372,0,0
Jam,628,0,0
LSYu,392,252,460
jam,712,0,0
yylin,384,196,0
winnie,272,0,20
angus,572,200,0
eka,200,600,0
stan,168,56,0
kerwin,0,0,0
kerwn,60,0,20
ken,52,44,0
Ida,68,0,0
KK,96,24,0
gg,228,0,0
Henry,48,0,0
Simon,176,0,0
aa,76,0,0
GG,124,0,0
tiffny,104,0,0
joe,76,0,0
jing,1028,0,0
Kappa,172,0,0
ertr,0,0,0
CMoney,0,0,80
